Num_Pages,Age,Ratings_Count_Log,Text_Reviews_Count_Log,Author_TargetEnc,Publisher_TargetEnc,Author_Frequency,Publisher_Frequency,Language_Code_French,Language_Code_German,Language_Code_Japanese,Language_Code_Others,Language_Code_Spanish
400,24,4.07753744390572,2.302585092994046,3.8879797749549287,3.8978987873713287,1,91,False,False,False,False,False
174,20,10.322263674703965,6.584791392385716,3.9845751485002476,3.9784126803217297,7,4,False,False,False,False,False
254,19,5.5134287461649825,3.367295829986474,3.9161615931367475,3.8502046716974796,1,28,False,False,False,False,False
336,19,6.824373670043086,4.418840607796598,3.903148127042018,3.922946848891488,2,13,False,False,False,False,False
64,62,2.1972245773362196,0.6931471805599453,3.8697979567731107,3.7118087796396333,1,33,False,False,False,False,False
514,20,10.385018239245094,8.345930261979017,3.9234343204094744,3.8899346330736533,1,24,False,False,False,False,False
225,26,7.860570785538664,4.394449154672439,3.7872875742501235,3.8975272306323943,24,92,False,False,False,False,False
662,24,9.166179476190413,5.53338948872752,3.9186927955590716,3.939444438112605,7,30,False,False,False,False,False
336,27,6.29156913955832,3.5263605246161616,3.9339814603753513,3.9174529904788624,2,250,False,False,False,False,False
384,38,5.645446897643238,2.8903717578961645,3.837521348038786,3.866475087051869,3,19,False,False,False,False,False
326,25,2.302585092994046,0.6931471805599453,3.9697979567731108,3.9697979567731108,1,1,False,False,False,False,False
249,31,5.796057750765372,3.4011973816621555,3.9107070476822017,3.8930972190563025,1,70,False,False,False,False,False
200,22,3.258096538021482,1.791759469228055,3.8991269660360155,3.9416161385912925,4,1,False,False,False,False,False
224,25,7.537962659768208,5.147494476813453,3.961616138591293,3.862435308554852,1,63,False,False,False,False,False
